interaction_id,question_type,domain,retrieved_gold,n_words,t,t_suf,t_sc,top1_stable_streak,top1_changed,named_entity_detected,words_since_first_ne,question_word_type,label,label_sc
a2486535-98e7-4876-9880-80374eac2fa8,simple_w_condition,movie,False,22,20,,18,3,0,0,0,what,,1
a2486535-98e7-4876-9880-80374eac2fa8,simple_w_condition,movie,False,22,21,,18,4,0,0,0,what,,1
a2486535-98e7-4876-9880-80374eac2fa8,simple_w_condition,movie,False,22,22,,18,5,0,0,0,what,,1
161a89f3-7a70-4e12-a1a2-7832e098b0a7,multi-hop,finance,False,8,1,,7,1,0,0,0,where,,0
161a89f3-7a70-4e12-a1a2-7832e098b0a7,multi-hop,finance,False,8,2,,7,1,1,0,0,where,,0
161a89f3-7a70-4e12-a1a2-7832e098b0a7,multi-hop,finance,False,8,3,,7,1,1,0,0,where,,0
161a89f3-7a70-4e12-a1a2-7832e098b0a7,multi-hop,finance,False,8,4,,7,1,1,0,0,where,,0
161a89f3-7a70-4e12-a1a2-7832e098b0a7,multi-hop,finance,False,8,5,,7,2,0,0,0,where,,0
161a89f3-7a70-4e12-a1a2-7832e098b0a7,multi-hop,finance,False,8,6,,7,3,0,0,0,where,,0
161a89f3-7a70-4e12-a1a2-7832e098b0a7,multi-hop,finance,False,8,7,,7,1,1,0,0,where,,1
161a89f3-7a70-4e12-a1a2-7832e098b0a7,multi-hop,finance,False,8,8,,7,2,0,0,0,where,,1
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,1,3,9,1,0,0,0,which,0,0
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,2,3,9,1,1,0,0,which,0,0
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,3,3,9,2,0,0,0,which,1,0
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,4,3,9,3,0,0,0,which,1,0
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,5,3,9,1,1,0,0,which,1,0
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,6,3,9,1,1,0,0,which,1,0
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,7,3,9,2,0,0,0,which,1,0
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,8,3,9,1,1,0,0,which,1,0
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,9,3,9,1,1,0,0,which,1,1
30395ec2-4247-4a23-8003-37dcfdf1531c,simple,movie,True,10,10,3,9,2,0,1,0,which,1,1
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,1,,6,1,0,0,0,which,,0
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,2,,6,1,1,0,0,which,,0
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,3,,6,1,1,0,0,which,,0
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,4,,6,2,0,0,0,which,,0
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,5,,6,1,1,0,0,which,,0
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,6,,6,1,1,0,0,which,,1
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,7,,6,2,0,0,0,which,,1
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,8,,6,3,0,0,0,which,,1
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,9,,6,4,0,1,0,which,,1
31f7aaad-f732-45b9-8cf8-5563974ba2ac,simple,finance,False,10,10,,6,5,0,1,1,which,,1
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,1,,10,1,0,0,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,2,,10,1,1,0,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,3,,10,2,0,0,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,4,,10,1,1,0,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,5,,10,2,0,0,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,6,,10,3,0,0,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,7,,10,4,0,0,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,8,,10,1,1,0,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,9,,10,1,1,1,0,what,,0
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,10,,10,1,1,1,1,what,,1
06511362-0742-4608-8fdf-d192d0d53743,post-processing,movie,False,11,11,,10,2,0,1,2,what,,1
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,1,,4,1,0,0,0,what,,0
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,2,,4,2,0,0,0,what,,0
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,3,,4,3,0,0,0,what,,0
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,4,,4,1,1,0,0,what,,1
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,5,,4,2,0,0,0,what,,1
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,6,,4,3,0,0,0,what,,1
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,7,,4,4,0,0,0,what,,1
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,8,,4,5,0,0,0,what,,1
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,9,,4,6,0,0,0,what,,1
99150c8b-556e-4800-b9e6-d33e6b5adfa5,set,open,False,10,10,,4,7,0,1,0,what,,1
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,1,,13,1,0,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,2,,13,2,0,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,3,,13,3,0,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,4,,13,1,1,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,5,,13,2,0,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,6,,13,1,1,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,7,,13,2,0,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,8,,13,1,1,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,9,,13,2,0,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,10,,13,1,1,0,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,11,,13,2,0,1,0,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,12,,13,3,0,1,1,how,,0
aa838149-4446-4917-be80-945afe5287f8,simple_w_condition,finance,False,13,13,,13,1,1,1,2,how,,1
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,1,,9,1,0,0,0,which,,0
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,2,,9,1,1,0,0,which,,0
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,3,,9,1,1,0,0,which,,0
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,4,,9,2,0,0,0,which,,0
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,5,,9,3,0,0,0,which,,0
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,6,,9,4,0,0,0,which,,0
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,7,,9,1,1,0,0,which,,0
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,8,,9,2,0,0,0,which,,0
642bbc21-ed9d-42e7-8455-382a6f2b0f08,simple_w_condition,sports,False,9,9,,9,1,1,1,0,which,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,1,,1,1,0,0,0,what,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,2,,1,2,0,0,0,what,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,3,,1,3,0,0,0,what,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,4,,1,4,0,0,0,what,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,5,,1,5,0,0,0,what,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,6,,1,6,0,0,0,what,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,7,,1,7,0,0,0,what,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,8,,1,8,0,0,0,what,,1
3c2e454d-10a1-40eb-9534-f9440ecc4c3b,simple_w_condition,open,False,9,9,,1,9,0,0,0,what,,1
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,1,,15,1,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,2,,15,1,1,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,3,,15,2,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,4,,15,3,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,5,,15,4,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,6,,15,5,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,7,,15,1,1,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,8,,15,2,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,9,,15,3,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,10,,15,4,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,11,,15,5,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,12,,15,1,1,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,13,,15,1,1,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,14,,15,2,0,0,0,which,,0
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,15,,15,1,1,0,0,which,,1
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,16,,15,2,0,0,0,which,,1
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,17,,15,3,0,0,0,which,,1
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,18,,15,4,0,0,0,which,,1
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,19,,15,5,0,0,0,which,,1
a4cb51da-26e1-446d-80fa-8833e71db86e,simple_w_condition,sports,False,20,20,,15,6,0,0,0,which,,1
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,1,5,11,1,0,0,0,other,0,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,2,5,11,1,1,1,0,other,0,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,3,5,11,1,1,1,1,other,0,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,4,5,11,1,1,1,2,other,0,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,5,5,11,2,0,1,3,other,1,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,6,5,11,1,1,1,4,other,1,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,7,5,11,2,0,1,5,other,1,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,8,5,11,3,0,1,6,other,1,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,9,5,11,1,1,1,7,other,1,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,10,5,11,2,0,1,8,other,1,0
6e5b1834-341b-439a-b185-043d5ba0377d,aggregation,music,True,11,11,5,11,1,1,1,9,other,1,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,1,,2,1,0,0,0,how,,0
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,2,,2,1,1,0,0,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,3,,2,2,0,0,0,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,4,,2,3,0,0,0,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,5,,2,4,0,1,0,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,6,,2,5,0,1,1,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,7,,2,6,0,1,2,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,8,,2,7,0,1,3,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,9,,2,8,0,1,4,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,10,,2,9,0,1,5,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,11,,2,10,0,1,6,how,,1
9628a926-9f8b-446c-81d4-ebdc9bf54960,post-processing,sports,False,12,12,,2,11,0,1,7,how,,1
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,1,,5,1,0,0,0,which,,0
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,2,,5,1,1,0,0,which,,0
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,3,,5,1,1,0,0,which,,0
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,4,,5,2,0,0,0,which,,0
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,5,,5,1,1,0,0,which,,1
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,6,,5,2,0,0,0,which,,1
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,7,,5,3,0,0,0,which,,1
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,8,,5,4,0,0,0,which,,1
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,9,,5,5,0,0,0,which,,1
68261da9-bf1a-4675-b0b8-ffd0c2f0c4c9,simple,movie,False,10,10,,5,6,0,1,0,which,,1
164cce18-533e-4357-b884-91688f11abc8,simple,sports,True,7,1,1,5,1,0,0,0,other,1,0
164cce18-533e-4357-b884-91688f11abc8,simple,sports,True,7,2,1,5,2,0,0,0,other,1,0
164cce18-533e-4357-b884-91688f11abc8,simple,sports,True,7,3,1,5,3,0,0,0,other,1,0
164cce18-533e-4357-b884-91688f11abc8,simple,sports,True,7,4,1,5,4,0,0,0,other,1,0
164cce18-533e-4357-b884-91688f11abc8,simple,sports,True,7,5,1,5,1,1,1,0,other,1,1
164cce18-533e-4357-b884-91688f11abc8,simple,sports,True,7,6,1,5,2,0,1,1,other,1,1
164cce18-533e-4357-b884-91688f11abc8,simple,sports,True,7,7,1,5,3,0,1,2,other,1,1
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,1,1,5,1,0,0,0,which,1,0
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,2,1,5,2,0,0,0,which,1,0
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,3,1,5,3,0,0,0,which,1,0
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,4,1,5,4,0,0,0,which,1,0
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,5,1,5,1,1,0,0,which,1,1
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,6,1,5,2,0,0,0,which,1,1
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,7,1,5,3,0,0,0,which,1,1
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,8,1,5,4,0,1,0,which,1,1
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,9,1,5,5,0,1,1,which,1,1
31314f79-a574-4cde-9cf7-d07be84e91d1,comparison,open,True,10,10,1,5,6,0,1,2,which,1,1
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,1,1,6,1,0,0,0,who,1,0
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,2,1,6,1,1,0,0,who,1,0
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,3,1,6,2,0,0,0,who,1,0
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,4,1,6,1,1,0,0,who,1,0
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,5,1,6,2,0,0,0,who,1,0
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,6,1,6,1,1,0,0,who,1,1
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,7,1,6,2,0,0,0,who,1,1
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,8,1,6,3,0,0,0,who,1,1
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,9,1,6,4,0,0,0,who,1,1
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,10,1,6,5,0,0,0,who,1,1
971dfeb2-9cbf-4c6f-84fd-b2476a59e640,simple,movie,True,11,11,1,6,6,0,1,0,who,1,1
551d685a-1536-4c51-87f5-a73dc1f8b3c5,multi-hop,open,False,8,1,,2,1,0,0,0,how,,0
551d685a-1536-4c51-87f5-a73dc1f8b3c5,multi-hop,open,False,8,2,,2,1,1,0,0,how,,1
551d685a-1536-4c51-87f5-a73dc1f8b3c5,multi-hop,open,False,8,3,,2,2,0,0,0,how,,1
551d685a-1536-4c51-87f5-a73dc1f8b3c5,multi-hop,open,False,8,4,,2,3,0,0,0,how,,1
551d685a-1536-4c51-87f5-a73dc1f8b3c5,multi-hop,open,False,8,5,,2,4,0,0,0,how,,1
551d685a-1536-4c51-87f5-a73dc1f8b3c5,multi-hop,open,False,8,6,,2,5,0,0,0,how,,1
551d685a-1536-4c51-87f5-a73dc1f8b3c5,multi-hop,open,False,8,7,,2,6,0,0,0,how,,1
551d685a-1536-4c51-87f5-a73dc1f8b3c5,multi-hop,open,False,8,8,,2,7,0,1,0,how,,1
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,1,,6,1,0,0,0,other,,0
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,2,,6,1,1,0,0,other,,0
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,3,,6,2,0,0,0,other,,0
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,4,,6,3,0,0,0,other,,0
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,5,,6,4,0,0,0,other,,0
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,6,,6,1,1,0,0,other,,1
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,7,,6,2,0,0,0,other,,1
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,8,,6,3,0,0,0,other,,1
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,9,,6,4,0,0,0,other,,1
8ecd618b-2ae6-4fd0-a62c-c16e16827b6b,simple,finance,False,10,10,,6,5,0,0,0,other,,1
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,1,,4,1,0,0,0,what,,0
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,2,,4,1,1,0,0,what,,0
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,3,,4,2,0,0,0,what,,0
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,4,,4,1,1,0,0,what,,1
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,5,,4,2,0,0,0,what,,1
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,6,,4,3,0,0,0,what,,1
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,7,,4,4,0,1,0,what,,1
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,8,,4,5,0,1,1,what,,1
b926f8c6-9ecf-43ae-943d-95cc088faa4f,simple,finance,False,9,9,,4,6,0,1,2,what,,1
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,1,,11,1,0,0,0,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,2,,11,1,1,0,0,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,3,,11,1,1,1,0,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,4,,11,1,1,1,1,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,5,,11,2,0,1,2,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,6,,11,3,0,1,3,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,7,,11,4,0,1,4,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,8,,11,5,0,1,5,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,9,,11,6,0,1,6,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,10,,11,7,0,1,7,what,,0
5aeb230a-cabb-48f6-8562-3670f05465ac,set,finance,False,11,11,,11,1,1,1,8,what,,1
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,1,,10,1,0,0,0,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,2,,10,1,1,0,0,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,3,,10,1,1,0,0,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,4,,10,1,1,0,0,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,5,,10,2,0,0,0,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,6,,10,1,1,0,0,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,7,,10,1,1,0,0,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,8,,10,2,0,1,0,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,9,,10,3,0,1,1,who,,0
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,10,,10,1,1,1,2,who,,1
97070a87-7240-4d7f-9598-5b20c71449f6,set,sports,False,11,11,,10,2,0,1,3,who,,1
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,1,,7,1,0,0,0,what,,0
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,2,,7,2,0,0,0,what,,0
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,3,,7,3,0,0,0,what,,0
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,4,,7,4,0,0,0,what,,0
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,5,,7,5,0,0,0,what,,0
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,6,,7,6,0,0,0,what,,0
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,7,,7,1,1,0,0,what,,1
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,8,,7,2,0,0,0,what,,1
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,9,,7,3,0,0,0,what,,1
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,10,,7,4,0,1,0,what,,1
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,11,,7,5,0,1,1,what,,1
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,12,,7,6,0,1,2,what,,1
77c636f7-51ed-48fb-a577-93a09e23f2f4,set,finance,False,13,13,,7,7,0,1,3,what,,1
